DUPLICATE,HAWB,OVERDUE,SUM,VER,RELEASED,ALL CLEAR,LAST IMPORTED,FIRST IMPORTED,FS DEVAN,OF LOCATION,OF DEVAN,OF PIECE COUNT,PIECE COUNT DIFF,FS LOCATION,FS PIECE COUNT,FS PRIMARY LOCATION,CLIENT NAME,RELEASE DATE,CONSIGNEE
False,4812301459,False,True,False,False,False,2021-02-26 09:31:55,2021-02-26 09:31:55,2021-02-12 10:30:00,200D,14-Feb,1,225,"S4,344A,200A, (226)",226,344A,EXPEDITORS INT'L - AIR IMPORT,,"EXTREME NETWORKS, IN"
False,4812301459,False,True,False,False,False,2021-02-26 09:31:59,2021-02-26 09:31:59,2021-02-12 10:30:00,201A,21-Feb,12,214,"S4,344A,200A, (226)",226,344A,EXPEDITORS INT'L - AIR IMPORT,,"EXTREME NETWORKS, IN"
False,4913858718,False,True,False,True,False,2021-03-01 08:28:04,2021-03-01 08:28:04,2020-11-01 19:50:00,1384A,1-Nov,1,15,"R12,1210E,,1 (16)",16,1210E,EXPEDITORS INT'L - AIR IMPORT,2020-11-02 00:00:00,RAZER USA LTD
False,4913937247,False,True,False,True,False,2021-03-01 08:28:05,2021-03-01 08:28:05,2021-02-22 12:37:00,F900C,22-Feb,34,34,"R12,1329D/A,,2 (68)",68,1329D/A,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913940279,False,False,False,True,False,2021-03-01 08:28:05,2021-03-01 08:28:05,2021-02-26 10:00:00,F913E,26-Feb,16,0,"R16,256A,,1 (16)",16,256A,EXPEDITORS INT'L - AIR IMPORT,2021-02-26 00:00:00,RAZER USA LTD
False,4913937315,False,False,False,True,False,2021-03-01 08:28:05,2021-03-01 08:28:05,2021-02-26 10:00:00,F914C,26-Feb,36,0,"R12,1235A,,1 (36)",36,1235A,EXPEDITORS INT'L - AIR IMPORT,2021-02-26 00:00:00,RAZER USA LTD
False,4913858636,False,False,False,True,False,2021-03-01 08:28:05,2021-03-01 08:28:05,2020-10-28 05:30:00,AN-050-B,27-Oct,19,0,"R12,1383A,,1 (19)",19,1383A,EXPEDITORS INT'L - AIR IMPORT,2020-10-28 00:00:00,RAZER USA LTD
False,4913933395,False,False,False,True,False,2021-03-01 08:28:06,2021-03-01 08:28:06,,F912B,14-Feb,8,0,"R12,1218C,,1 (8)",8,1218C,EXPEDITORS INT'L - AIR IMPORT,2021-02-15 00:00:00,RAZER USA LTD
False,4913933339,False,False,False,True,False,2021-03-01 08:28:06,2021-03-01 08:28:06,2021-02-15 00:30:00,F913B,14-Feb,1,0,"R12,1385A,,1 (1)",1,1385A,EXPEDITORS INT'L - AIR IMPORT,2021-02-15 00:00:00,RAZER USA LTD
False,4913933323,False,False,False,True,False,2021-03-01 08:28:06,2021-03-01 08:28:06,2021-02-15 00:30:00,F913B,14-Feb,1,0,"R12,1385A,,1 (1)",1,1385A,EXPEDITORS INT'L - AIR IMPORT,2021-02-15 00:00:00,RAZER USA LTD
False,4913933390,False,False,False,True,False,2021-03-01 08:28:06,2021-03-01 08:28:06,,F913B,14-Feb,5,0,"R12,1388C,,1 (5)",5,1388C,EXPEDITORS INT'L - AIR IMPORT,2021-02-15 00:00:00,RAZER USA LTD
False,4913933331,False,False,False,True,False,2021-03-01 08:28:06,2021-03-01 08:28:06,2021-02-15 00:30:00,F914B,15-Feb,2,0,"R12,1254A,,1 (2)",2,1254A,EXPEDITORS INT'L - AIR IMPORT,2021-02-15 00:00:00,RAZER USA LTD
False,4913933336,False,False,False,True,False,2021-03-01 08:28:06,2021-03-01 08:28:06,2021-02-15 00:30:00,F914B,15-Feb,2,0,"R12,1385A,1253A,1 (2)",2,1385A,EXPEDITORS INT'L - AIR IMPORT,2021-02-15 00:00:00,RAZER USA LTD
False,4913933399,False,False,False,True,False,2021-03-01 08:28:07,2021-03-01 08:28:07,,F915B,14-Feb,2,0,"R12,1389B,,1 (2)",2,1389B,EXPEDITORS INT'L - AIR IMPORT,2021-02-15 00:00:00,RAZER USA LTD
False,4913933333,False,False,False,True,False,2021-03-01 08:28:07,2021-03-01 08:28:07,2021-02-15 00:30:00,F915B,14-Feb,1,0,"R12,1385A,,1 (1)",1,1385A,EXPEDITORS INT'L - AIR IMPORT,2021-02-15 00:00:00,RAZER USA LTD
False,4913933347,False,False,False,True,False,2021-03-01 08:28:07,2021-03-01 08:28:07,2021-02-15 00:30:00,F915B,15-Feb,1,0,"R12,1253A,,1 (1)",1,1253A,EXPEDITORS INT'L - AIR IMPORT,2021-02-15 00:00:00,RAZER USA LTD
False,H070398688,False,True,True,False,False,2021-03-01 08:28:07,2021-03-01 08:28:07,N.A.,F915B,15-Feb,1,-1,N.A.,0,N.A.,N.A.,0,0
False,4913928476,False,False,False,True,False,2021-03-01 08:28:07,2021-03-01 08:28:07,2021-02-03 23:58:00,F918B,3-Feb,2,0,"R12,1305A,,1 (2)",2,1305A,EXPEDITORS INT'L - AIR IMPORT,2021-02-04 00:00:00,RAZER USA LTD
False,4913928535,False,False,False,False,True,2021-03-01 08:28:08,2021-03-01 08:28:08,2021-02-12 05:00:00,311,16-Feb,3,0,"CHK,,, (0)",3,,EXPEDITORS INT'L - AIR IMPORT,,RAZER USA LTD
True,4913937165,False,True,False,True,False,2021-03-01 08:28:08,2021-03-01 08:28:08,2021-02-22 12:37:00,311,22-Feb,37,355,"R12,1386C,1332-35C,9 (392)",392,1386C,EXPEDITORS INT'L - AIR IMPORT,2021-02-24 00:00:00,RAZER USA LTD
False,4913928527,False,False,False,False,True,2021-03-01 08:28:08,2021-03-01 08:28:08,2021-02-12 05:00:00,f930a,16-Feb,9,0,"CHK,,, (0)",9,,EXPEDITORS INT'L - AIR IMPORT,,RAZER USA LTD
True,4913933446,True,True,False,True,False,2021-03-01 08:28:09,2021-03-01 08:28:08,2021-02-19 15:32:00,320,19-Feb,56,158,"S6,535,,4 (214)",214,535,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
True,4913937156,True,True,False,True,False,2021-03-01 08:28:09,2021-03-01 08:28:09,2021-02-22 00:46:00,321,21-Feb,47,1009,"S5,412,,15 (1056)",1056,412,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
False,4913937276,False,False,False,True,False,2021-03-01 08:28:09,2021-03-01 08:28:09,2021-02-22 20:20:00,327,22-Feb,2,0,"R12,1289A,,1 (2)",2,1289A,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913937284,False,False,False,True,False,2021-03-01 08:28:09,2021-03-01 08:28:09,2021-02-22 20:20:00,327,22-Feb,5,0,"R12,1381A,,1 (5)",5,1381A,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913937305,False,False,False,True,False,2021-03-01 08:28:09,2021-03-01 08:28:09,2021-02-22 20:20:00,327,22-Feb,3,0,"R12,1350A,,1 (3)",3,1350A,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913937279,False,False,False,True,False,2021-03-01 08:28:10,2021-03-01 08:28:10,2021-02-22 20:20:00,327,22-Feb,2,0,"R12,1299A,,1 (2)",2,1299A,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913937290,False,False,False,True,False,2021-03-01 08:28:10,2021-03-01 08:28:10,2021-02-22 20:20:00,327,22-Feb,3,0,"R12,1397B,,1 (3)",3,1397B,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913937291,False,False,False,True,False,2021-03-01 08:28:10,2021-03-01 08:28:10,2021-02-22 20:20:00,327,22-Feb,2,0,"R12,1372B,,1 (2)",2,1372B,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913937298,False,False,False,True,False,2021-03-01 08:28:10,2021-03-01 08:28:10,2021-02-22 20:20:00,327,22-Feb,2,0,"R12,1287A,,1 (2)",2,1287A,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913937307,False,False,False,True,False,2021-03-01 08:28:10,2021-03-01 08:28:10,2021-02-22 20:20:00,327,22-Feb,4,0,"R12,1377A,,1 (4)",4,1377A,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913933484,False,False,False,True,False,2021-03-01 08:28:10,2021-03-01 08:28:10,2021-02-22 12:37:00,327,22-Feb,1,0,"R12,1388C,, (1)",1,1388C,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913937299,False,False,False,True,False,2021-03-01 08:28:10,2021-03-01 08:28:10,2021-02-22 20:20:00,327,22-Feb,2,0,"R12,1261A,,1 (2)",2,1261A,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913937313,False,False,False,True,False,2021-03-01 08:28:11,2021-03-01 08:28:11,2021-02-22 20:20:00,327,22-Feb,3,0,"R12,1266A,,1 (3)",3,1266A,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913937147,False,False,False,True,False,2021-03-01 08:28:11,2021-03-01 08:28:11,2021-02-22 17:31:00,328,22-Feb,1,0,"R12,1388D,, (1)",1,1388D,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
False,4913937140,False,False,False,True,False,2021-03-01 08:28:11,2021-03-01 08:28:11,2021-02-22 17:31:00,328,22-Feb,1,0,"R12,1388D,, (1)",1,1388D,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
False,4913937199,False,False,False,True,False,2021-03-01 08:28:11,2021-03-01 08:28:11,2021-02-22 12:37:00,328,22-Feb,12,0,"R12,1351E,,1 (12)",12,1351E,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913937198,False,False,False,True,False,2021-03-01 08:28:11,2021-03-01 08:28:11,2021-02-22 12:37:00,328,22-Feb,1,0,"R12,1388C,, (1)",1,1388C,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913937204,False,False,False,True,False,2021-03-01 08:28:11,2021-03-01 08:28:11,2021-02-22 12:37:00,328,22-Feb,4,0,"R12,1349B,,1 (4)",4,1349B,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913937163,False,False,False,True,False,2021-03-01 08:28:12,2021-03-01 08:28:12,2021-02-22 12:37:00,328,22-Feb,86,0,"R12,1284D,,1 (86)",86,1284D,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913937197,False,False,False,True,False,2021-03-01 08:28:12,2021-03-01 08:28:12,2021-02-22 12:37:00,328,22-Feb,9,0,"R12,1307C,,1 (9)",9,1307C,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913937193,False,False,False,True,False,2021-03-01 08:28:12,2021-03-01 08:28:12,2021-02-22 12:37:00,328,22-Feb,35,0,"R12,1293D,,1 (35)",35,1293D,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913937191,False,False,False,True,False,2021-03-01 08:28:12,2021-03-01 08:28:12,2021-02-22 12:37:00,328,22-Feb,31,0,"R12,1348B,,1 (31)",31,1348B,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913937169,False,False,False,True,False,2021-03-01 08:28:12,2021-03-01 08:28:12,2021-02-22 00:46:00,329,22-Feb,4,0,"R12,1350C,,1 (4)",4,1350C,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
False,4913937172,False,False,False,True,False,2021-03-01 08:28:12,2021-03-01 08:28:12,2021-02-22 00:46:00,329,21-Feb,28,0,"R12,1381A,,1 (28)",28,1381A,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
False,4913933424,False,False,False,True,False,2021-03-01 08:28:12,2021-03-01 08:28:12,2021-02-21 07:00:00,329,21-Feb,48,0,"R12,1261D,,1 (48)",48,1261D,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
False,4913933437,False,False,False,True,False,2021-03-01 08:28:13,2021-03-01 08:28:13,2021-02-21 07:00:00,329,21-Feb,2,0,"R12,1373B,,1 (2)",2,1373B,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
False,4913933429,False,False,False,True,False,2021-03-01 08:28:13,2021-03-01 08:28:13,2021-02-21 07:00:00,329,21-Feb,4,0,"R12,1372B,,1 (4)",4,1372B,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
False,4913933435,False,False,False,True,False,2021-03-01 08:28:13,2021-03-01 08:28:13,2021-02-21 07:00:00,329,21-Feb,29,0,"R12,1301D,,1 (29)",29,1301D,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
False,4913937182,False,False,False,True,False,2021-03-01 08:28:13,2021-03-01 08:28:13,2021-02-22 00:46:00,330,21-Feb,21,0,"R12,1262D,,1 (21)",21,1262D,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
False,4913937164,False,False,False,True,False,2021-03-01 08:28:13,2021-03-01 08:28:13,2021-02-22 00:46:00,330,21-Feb,10,0,"R12,1286A,,1 (10)",10,1286A,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
False,4913933474,False,False,False,True,False,2021-03-01 08:28:13,2021-03-01 08:28:13,2021-02-20 18:30:00,330,20-Feb,1,0,"R12,1384B,, (1)",1,1384B,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
False,4913933471,False,False,False,True,False,2021-03-01 08:28:13,2021-03-01 08:28:13,2021-02-20 18:30:00,330,20-Feb,6,0,"R12,1273B,,1 (6)",6,1273B,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
False,4913933465,False,False,False,True,False,2021-03-01 08:28:13,2021-03-01 08:28:13,2021-02-20 18:30:00,330,20-Feb,37,0,"R12,1201A,,1 (37)",37,1201A,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
False,4913933470,False,False,False,True,False,2021-03-01 08:28:14,2021-03-01 08:28:14,2021-02-20 18:30:00,330,20-Feb,1,0,"R12,1384B,, (1)",1,1384B,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
False,4913933464,False,False,False,True,False,2021-03-01 08:28:14,2021-03-01 08:28:14,2021-02-20 18:30:00,330,20-Feb,2,0,"R12,1384B,,1 (2)",2,1384B,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
False,4913933468,False,False,False,True,False,2021-03-01 08:28:14,2021-03-01 08:28:14,2021-02-20 18:30:00,330,20-Feb,3,0,"R12,1277B,,1 (3)",3,1277B,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
False,4913933427,False,False,False,True,False,2021-03-01 08:28:14,2021-03-01 08:28:14,2021-02-21 07:00:00,330,20-Feb,6,0,"R12,1373B,,1 (6)",6,1373B,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
False,4913937159,False,False,False,True,False,2021-03-01 08:28:14,2021-03-01 08:28:14,2021-02-20 14:05:00,331,20-Jan,38,0,"R12,1260D,,1 (38)",38,1260D,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
False,4913937162,False,False,False,True,False,2021-03-01 08:28:14,2021-03-01 08:28:14,2021-02-20 23:20:00,331,20-Feb,28,0,"R12,1261C,,1 (28)",28,1261C,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
False,4913937154,False,False,False,True,False,2021-03-01 08:28:14,2021-03-01 08:28:14,2021-02-22 12:37:00,331,21-Feb,12,0,"R12,1298B,,1 (12)",12,1298B,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913937185,False,False,False,True,False,2021-03-01 08:28:14,2021-03-01 08:28:14,2021-02-22 12:37:00,331,22-Feb,80,0,"R12,1267D,,1 (80)",80,1267D,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913937190,False,False,False,True,False,2021-03-01 08:28:15,2021-03-01 08:28:15,2021-02-22 12:37:00,331,22-Feb,25,0,"R12,1265B/C,,1 (25)",25,1265B/C,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
True,4913933428,True,True,False,True,False,2021-03-01 08:28:17,2021-03-01 08:28:15,2021-02-20 14:05:00,335,20-Jan,42,1018,"FTZ,320,405,26 (1060)",1060,320,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
True,4913933428,True,True,False,True,False,2021-03-01 08:28:17,2021-03-01 08:28:15,2021-02-20 14:05:00,335,20-Jan,42,1018,"FTZ,320,405,26 (1060)",1060,320,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
True,4913933428,True,True,False,True,False,2021-03-01 08:28:17,2021-03-01 08:28:15,2021-02-20 14:05:00,335,20-Jan,42,1018,"FTZ,320,405,26 (1060)",1060,320,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
False,4913937283,False,False,False,True,False,2021-03-01 08:28:16,2021-03-01 08:28:16,2021-02-22 20:20:00,335,22-Feb,2,0,"R12,1272A,,1 (2)",2,1272A,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913937246,False,False,False,True,False,2021-03-01 08:28:16,2021-03-01 08:28:16,2021-02-22 12:37:00,335,22-Feb,8,0,"R12,1351D,,1 (8)",8,1351D,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913937244,False,False,False,True,False,2021-03-01 08:28:16,2021-03-01 08:28:16,2021-02-22 12:37:00,335,22-Feb,27,0,"R12,1252D,,1 (27)",27,1252D,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913937243,False,False,False,True,False,2021-03-01 08:28:16,2021-03-01 08:28:16,2021-02-22 12:37:00,335,22-Feb,10,0,"R12,1386C,,1 (10)",10,1386C,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913937247,False,True,False,True,False,2021-03-01 08:28:16,2021-03-01 08:28:16,2021-02-22 12:37:00,335,22-Feb,34,34,"R12,1329D/A,,2 (68)",68,1329D/A,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913933491,False,False,False,True,False,2021-03-01 08:28:17,2021-03-01 08:28:17,2021-02-22 12:37:00,335,22-Feb,2,0,"R12,1264A,,1 (2)",2,1264A,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913937220,False,False,False,True,False,2021-03-01 08:28:17,2021-03-01 08:28:17,2021-02-22 12:37:00,335,22-Feb,6,0,"R12,1323B,,1 (6)",6,1323B,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
True,4913933428,True,True,False,True,False,2021-03-01 08:28:17,2021-03-01 08:28:17,2021-02-20 14:05:00,335,20-Jan,42,1018,"FTZ,320,405,26 (1060)",1060,320,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
False,4913937273,False,False,False,True,False,2021-03-01 08:28:18,2021-03-01 08:28:18,2021-02-22 12:37:00,336,22-Feb,44,0,"R12,1303D,,1 (44)",44,1303D,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
False,4913937216,False,False,False,True,False,2021-03-01 08:28:18,2021-03-01 08:28:18,2021-02-22 12:37:00,336,22-Feb,42,0,"R12,1351F,,1 (42)",42,1351F,EXPEDITORS INT'L - AIR IMPORT,2021-02-23 00:00:00,RAZER USA LTD
True,4913937166,True,True,False,True,False,2021-03-01 08:28:19,2021-03-01 08:28:18,2021-02-22 00:46:00,339,21-Feb,64,431,"S6,520,,14 (495)",495,520,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
True,4913937166,True,True,False,True,False,2021-03-01 08:28:19,2021-03-01 08:28:18,2021-02-22 00:46:00,339,21-Feb,64,431,"S6,520,,14 (495)",495,520,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
True,4913937166,True,True,False,True,False,2021-03-01 08:28:19,2021-03-01 08:28:18,2021-02-22 00:46:00,339,21-Feb,64,431,"S6,520,,14 (495)",495,520,EXPEDITORS INT'L - AIR IMPORT,2021-02-22 00:00:00,RAZER USA LTD
False,421224374,True,True,False,True,False,2021-03-05 00:20:59,2021-03-03 04:13:23,2020-12-30 12:40:00,1277B,12/30/2021,115,-83,"R12,1277B,1258C,2 (32)",32,1277B,EXPEDITORS INT'L - AIR IMPORT,2021-02-04 00:00:00,BANANA REPUBLIC
False,45T0240841,True,True,False,True,False,2021-03-05 00:21:16,2021-03-03 04:13:24,2021-01-13 06:00:00,1239-c,1/13/2021,81,-54,"R12,1286D,,1 (27)",27,1286D,EXPEDITORS INT'L - AIR IMPORT,2021-02-17 00:00:00,"OLD NAVY, LLC"
False,412131646,True,True,False,True,False,2021-03-05 00:21:25,2021-03-03 04:13:25,2021-01-07 04:00:00,1223A,1/6/2021,200,-104,"R12,1222-23A,1217-18A,4 (96)",96,1222-23A,EXPEDITORS INT'L - AIR IMPORT,2021-02-25 00:00:00,"OLD NAVY, LLC"
False,AF00057573,True,True,False,True,False,2021-03-05 00:21:30,2021-03-03 04:13:26,2021-01-07 15:30:00,1211B,1/7/2021,15,-10,"R12,1211B,,1 (5)",5,1211B,EXPEDITORS INT'L - AIR IMPORT,2021-01-28 00:00:00,"BANANA REPUBLIC, LLC"
False,123456789,False,True,False,False,False,2021-03-03 04:16:24,2021-03-03 04:16:24,,XYZ,11/11/2011,55,-54,,1,,EXPEDITORS INT'L - AIR IMPORT,2012-12-27 00:00:00,NOVA
False,799910988,False,True,True,False,False,2021-03-03 04:16:24,2021-03-03 04:16:24,N.A.,XYZ,11/12/2011,2,-2,N.A.,0,N.A.,N.A.,0,0
False,643552828,False,True,True,False,False,2021-03-03 04:16:24,2021-03-03 04:16:24,N.A.,XYZ,11/13/2011,78,-78,N.A.,0,N.A.,N.A.,0,0
False,393459457,False,True,True,False,False,2021-03-03 04:16:25,2021-03-03 04:16:25,N.A.,XYZ,11/14/2011,8,-8,N.A.,0,N.A.,N.A.,0,0
False,887487615,False,True,True,False,False,2021-03-03 04:16:25,2021-03-03 04:16:25,N.A.,XYZ,11/15/2011,5,-5,N.A.,0,N.A.,N.A.,0,0
False,265374204,False,True,True,False,False,2021-03-03 04:16:25,2021-03-03 04:16:25,N.A.,XYZ,11/16/2011,73,-73,N.A.,0,N.A.,N.A.,0,0
False,624814509,False,True,True,False,False,2021-03-03 04:16:25,2021-03-03 04:16:25,N.A.,XYZ,11/17/2011,96,-96,N.A.,0,N.A.,N.A.,0,0
False,534689478,False,True,True,False,False,2021-03-03 04:16:25,2021-03-03 04:16:25,N.A.,XYZ,11/18/2011,73,-73,N.A.,0,N.A.,N.A.,0,0
False,533653894,False,True,True,False,False,2021-03-03 04:16:25,2021-03-03 04:16:25,N.A.,DEF,11/19/2011,67,-67,N.A.,0,N.A.,N.A.,0,0
False,343824547,False,True,True,False,False,2021-03-03 04:16:26,2021-03-03 04:16:26,N.A.,DEF,11/20/2011,1,-1,N.A.,0,N.A.,N.A.,0,0
False,233467404,False,True,True,False,False,2021-03-03 04:16:26,2021-03-03 04:16:26,N.A.,DEF,11/21/2011,69,-69,N.A.,0,N.A.,N.A.,0,0
False,473625651,False,True,True,False,False,2021-03-03 04:16:26,2021-03-03 04:16:26,N.A.,DEF,11/22/2011,16,-16,N.A.,0,N.A.,N.A.,0,0
False,474932879,False,True,True,False,False,2021-03-03 04:16:26,2021-03-03 04:16:26,N.A.,DEF,11/23/2011,89,-89,N.A.,0,N.A.,N.A.,0,0
False,353870914,False,True,True,False,False,2021-03-03 04:16:26,2021-03-03 04:16:26,N.A.,DEF,11/24/2011,53,-53,N.A.,0,N.A.,N.A.,0,0
False,934442218,False,True,True,False,False,2021-03-03 04:16:26,2021-03-03 04:16:26,N.A.,DEF,11/25/2011,37,-37,N.A.,0,N.A.,N.A.,0,0
False,914627879,False,True,True,False,False,2021-03-03 04:16:26,2021-03-03 04:16:26,N.A.,DEF,11/26/2011,39,-39,N.A.,0,N.A.,N.A.,0,0
False,421224374,True,True,False,True,False,2021-03-05 00:20:59,2021-03-03 04:17:23,2020-12-30 12:40:00,1277B,12/30/2021,115,-83,"R12,1277B,1258C,2 (32)",32,1277B,EXPEDITORS INT'L - AIR IMPORT,2021-02-04 00:00:00,BANANA REPUBLIC
False,412131646,True,True,False,True,False,2021-03-05 00:21:25,2021-03-03 04:17:25,2021-01-07 04:00:00,1223A,1/6/2021,200,-104,"R12,1222-23A,1217-18A,4 (96)",96,1222-23A,EXPEDITORS INT'L - AIR IMPORT,2021-02-25 00:00:00,"OLD NAVY, LLC"
False,421224374,False,True,False,True,False,2021-03-05 00:21:11,2021-03-05 00:21:11,2020-12-30 12:40:00,1258c,12/30/2021,9,23,"R12,1277B,1258C,2 (32)",32,1277B,EXPEDITORS INT'L - AIR IMPORT,2021-02-04 00:00:00,BANANA REPUBLIC
False,412131646,False,True,False,True,False,2021-03-05 00:21:26,2021-03-05 00:21:26,2021-01-07 04:00:00,1218A,1/5/2021,46,50,"R12,1222-23A,1217-18A,4 (96)",96,1222-23A,EXPEDITORS INT'L - AIR IMPORT,2021-02-25 00:00:00,"OLD NAVY, LLC"
False,41B0018977,True,True,False,True,False,2021-04-02 10:00:25,2021-03-05 10:26:14,2021-02-28 02:30:00,1372B,27-Feb,30,-25,"R12,1372B,,1 (5)",5,1372B,EXPEDITORS INT'L - AIR IMPORT,2021-03-08 00:00:00,"ALCON VISION, LLC."
False,4396765432,True,True,False,True,False,2021-04-02 10:00:00,2021-03-05 10:26:15,2021-02-28 00:45:00,1352A,27-Feb,12,-10,"R12,1352A,, (2)",2,1352A,EXPEDITORS INT'L - AIR IMPORT,2021-03-11 00:00:00,GARRETT TRANSPORTATI
False,41N0458982,True,True,False,True,False,2021-04-30 08:46:43,2021-03-05 10:26:16,2021-02-19 07:10:00,1361C,2/19/21,322,-208,"R12,1271B,1362AC,5 (114)",114,1271B,EXPEDITORS INT'L - AIR IMPORT,2021-03-02 00:00:00,MOLEX US IMPORT WEST
True,4480614640,True,True,False,False,False,2021-04-02 10:00:08,2021-03-05 10:26:16,2021-02-27 03:30:00,1350B,27-Feb,7,-6,"CHK,1351B,, (1)",1,1351B,EXPEDITORS INT'L - AIR IMPORT,None,PETER MCCOY CONSTRUC
False,4711544365,True,True,False,True,False,2021-04-02 10:00:12,2021-03-05 10:26:17,2021-02-27 18:30:00,1337C,2/27/21,48,-8,"R12,1308C,1337AB,3 (40)",40,1308C,EXPEDITORS INT'L - AIR IMPORT,2021-02-28 00:00:00,FLUKE MANUFACTURING
