DUPLICATE,HAWB,OVERDUE,SUM,VER,RELEASED,ALL CLEAR,LAST IMPORTED,FIRST IMPORTED,FS DEVAN,OF LOCATION,OF DEVAN,OF PIECE COUNT,PIECE COUNT DIFF,FS LOCATION,FS PIECE COUNT,FS PRIMARY LOCATION,CLIENT NAME,RELEASE DATE,CONSIGNEE
False,421224374,True,True,False,True,False,2021-03-05 00:20:59,2021-02-26 09:17:18,2020-12-30 12:40:00,1277B,12/30/2021,115,-83,"R12,1277B,1258C,2 (32)",32,1277B,EXPEDITORS INT'L - AIR IMPORT,2021-02-04 00:00:00,BANANA REPUBLIC
False,45T0239716,True,True,False,True,False,2021-03-05 00:21:00,2021-02-26 09:17:18,2020-12-23 15:28:00,1276B,12/23/2020,25,-20,"R12,1276B,,1 (5)",5,1276B,EXPEDITORS INT'L - AIR IMPORT,2021-02-17 00:00:00,THE GAP INC.
False,622493782,True,True,False,True,False,2021-03-05 00:21:01,2021-02-26 09:17:18,2021-01-09 15:50:00,1275B,1/9/2021,140,37,"S4,300,,5 (177)",177,300,EXPEDITORS INT'L - IMPORT DEPT.,2021-02-17 00:00:00,"OLD NAVY, LLC"
False,4750477369,True,True,False,True,False,2021-03-05 00:21:02,2021-02-26 09:17:19,2021-01-16 05:00:00,1274A,1/16/2021,10,-8,"R12,1234A,,1 (2)",2,1234A,EXPEDITORS INT'L - AIR IMPORT,2021-01-16 00:00:00,THE BOEING COMPANY
False,9500001637,False,True,True,False,False,2021-03-05 00:21:03,2021-02-26 09:17:19,N.A.,1271A,10/22/2021,5,-5,N.A.,0,N.A.,N.A.,0,0
False,4812288910,True,True,False,True,False,2021-03-05 00:21:04,2021-02-26 09:17:19,2021-01-16 14:48:00,1271-c,1/16/2021,110,-88,"R12,1271C,, (22)",22,1271C,EXPEDITORS INT'L - AIR IMPORT,2021-01-22 00:00:00,"HP, INC."
False,4812288933,True,True,False,True,False,2021-03-05 00:21:05,2021-02-26 09:17:19,2021-01-16 14:48:00,1270-c,1/16/2021,115,-92,"R12,1270C,, (23)",23,1270C,EXPEDITORS INT'L - AIR IMPORT,2021-01-22 00:00:00,"HP, INC."
False,412131656,True,True,False,True,False,2021-03-05 00:21:05,2021-02-26 09:17:19,2021-01-07 04:00:00,1260-c,1/7/2021,50,-40,"R12,1259C,,1 (10)",10,1259C,EXPEDITORS INT'L - AIR IMPORT,2021-02-17 00:00:00,"OLD NAVY, LLC"
False,43Z1139051,True,True,False,True,False,2021-03-05 00:21:06,2021-02-26 09:17:19,2021-01-05 09:10:00,1268B,1/5/2021,15,-12,"R12,1268B,,1 (3)",3,1268B,EXPEDITORS INT'L - AIR IMPORT,2021-02-25 00:00:00,THE GAP INC.
False,4812288936,True,True,False,True,False,2021-03-05 00:21:07,2021-02-26 09:17:19,2021-01-16 14:48:00,1267A,1/16/2021,5,7,"R12,1267A,, (12)",12,1267A,EXPEDITORS INT'L - AIR IMPORT,2021-01-22 00:00:00,"HP, INC."
False,4621186130,True,True,False,True,False,2021-03-05 00:21:08,2021-02-26 09:17:19,2021-01-16 10:00:00,1258B,1/16/2021,20,-16,"R12,1258B,,1 (4)",4,1258B,EXPEDITORS INT'L - AIR IMPORT,2021-02-04 00:00:00,"OLD NAVY, LLC"
False,4913893135,True,True,False,True,False,2021-03-05 00:21:09,2021-02-26 09:17:19,2021-01-21 15:54:00,1267d,,40,-29,"R12,1267BD,,1 (11)",11,1267BD,EXPEDITORS INT'L - AIR IMPORT,2021-01-28 00:00:00,LUXOTTICA OF AMERICA
False,4641089321,True,True,False,True,False,2021-03-05 00:21:10,2021-02-26 09:17:20,2021-01-14 20:00:00,1257B,1/14/2021,70,-56,"R12,1257B,,1 (14)",14,1257B,EXPEDITORS INT'L - AIR IMPORT,2021-02-04 00:00:00,BANANA REPUBLIC LLC
False,421224374,True,True,False,True,False,2021-03-05 00:20:59,2021-02-26 09:17:20,2020-12-30 12:40:00,1277B,12/30/2021,115,-83,"R12,1277B,1258C,2 (32)",32,1277B,EXPEDITORS INT'L - AIR IMPORT,2021-02-04 00:00:00,BANANA REPUBLIC
False,pnh00033980,False,True,True,False,False,2021-03-05 00:21:11,2021-02-26 09:17:20,N.A.,1253-d,12/6/2019,150,-150,N.A.,0,N.A.,N.A.,0,0
False,3600,True,True,False,True,False,2021-03-05 00:21:13,2021-02-26 09:17:20,2015-09-08 02:44:00,1252A,1/12/2021,190,710,"S2,160,, (1)",900,160,EXPEDITORS INT'L - AIR IMPORT,2015-09-08 17:00:00,COMPUTING AND PRINTING/HP
False,417767874,True,True,False,True,False,2021-03-05 00:21:14,2021-02-26 09:17:20,2021-01-14 01:45:00,1249-c,1/14/2021,15,-12,"R12,1290B,,1 (3)",3,1290B,EXPEDITORS INT'L - AIR IMPORT,2021-02-04 00:00:00,THE GAP INC.
False,45T0240841,True,True,False,True,False,2021-03-05 00:21:16,2021-02-26 09:17:20,2021-01-13 06:00:00,1239-c,1/13/2021,81,-54,"R12,1286D,,1 (27)",27,1286D,EXPEDITORS INT'L - AIR IMPORT,2021-02-17 00:00:00,"OLD NAVY, LLC"
False,4913903927,True,True,False,True,False,2021-03-05 00:21:17,2021-02-26 09:17:20,2021-01-14 05:30:00,1237-c,1/14/2021,175,-140,"R12,138C,,1 (35)",35,138C,EXPEDITORS INT'L - AIR IMPORT,2021-01-28 00:00:00,AVANOS MEDICAL SALES
False,421313867,True,True,False,True,False,2021-03-05 00:21:18,2021-02-26 09:17:20,2021-01-12 22:37:00,1236-d,1/12/2021,125,-100,"R12,1236C,,1 (25)",25,1236C,EXPEDITORS INT'L - AIR IMPORT,2021-02-17 00:00:00,OLD NAVY LLC
False,4930526564,True,True,False,True,False,2021-03-05 00:21:19,2021-02-26 09:17:21,2021-01-14 19:20:00,1237A,1/14/2021,5,-3,"R12,1284D,, (2)",2,1284D,EXPEDITORS INT'L - AIR IMPORT,2021-01-15 00:00:00,GLOBITECH INC
False,af0057592,False,True,True,False,False,2021-03-05 00:21:20,2021-02-26 09:17:21,N.A.,1233B,1/19/2021,35,-35,N.A.,0,N.A.,N.A.,0,0
False,41C0007086,True,True,False,True,False,2021-03-05 00:21:21,2021-02-26 09:17:21,2021-01-14 13:10:00,1231-c,1/14/2021,10,-8,"R12,1231C,,1 (2)",2,1231C,EXPEDITORS INT'L - AIR IMPORT,2021-02-11 00:00:00,"OLD NAVY, LLC"
False,af00057593,True,True,False,True,False,2021-03-05 00:21:21,2021-02-26 09:17:21,2021-01-10 08:00:00,1232-c,1/10/2021,15,-12,"R12,1232C,,1 (3)",3,1232C,EXPEDITORS INT'L - AIR IMPORT,2021-01-28 00:00:00,THE GAP INC.
False,412131643,True,True,False,True,False,2021-03-05 00:21:22,2021-02-26 09:17:21,2021-01-07 04:00:00,1232B,1/6/2020,25,-20,"R12,1232B,,1 (5)",5,1232B,EXPEDITORS INT'L - AIR IMPORT,2021-02-04 00:00:00,"OLD NAVY, LLC"
False,416581975,True,False,False,True,False,2021-03-05 00:21:23,2021-02-26 09:17:21,2021-01-16 18:30:00,1230-d,1/16/2021,5,0,"R12,1230D,, (5)",5,1230D,EXPEDITORS INT'L - AIR IMPORT,2021-01-25 00:00:00,COMMSCOPE INC.
False,416581995,True,True,False,True,False,2021-03-05 00:21:24,2021-02-26 09:17:21,2021-01-16 18:30:00,1230B,1/16/2021,5,14,"R12,1230B,, (19)",19,1230B,EXPEDITORS INT'L - AIR IMPORT,2021-02-26 00:00:00,COMMSCOPE CONNECTIVI
False,412131646,True,True,False,True,False,2021-03-05 00:21:25,2021-02-26 09:17:22,2021-01-07 04:00:00,1223A,1/6/2021,200,-104,"R12,1222-23A,1217-18A,4 (96)",96,1222-23A,EXPEDITORS INT'L - AIR IMPORT,2021-02-25 00:00:00,"OLD NAVY, LLC"
False,412131646,True,True,False,True,False,2021-03-05 00:21:25,2021-02-26 09:17:22,2021-01-07 04:00:00,1223A,1/6/2021,200,-104,"R12,1222-23A,1217-18A,4 (96)",96,1222-23A,EXPEDITORS INT'L - AIR IMPORT,2021-02-25 00:00:00,"OLD NAVY, LLC"
False,4831218174,True,True,False,True,False,2021-03-05 00:21:27,2021-02-26 09:17:22,2021-01-15 11:30:00,1218B,1/15/2021,45,-36,"R12,1218B,,1 (9)",9,1218B,EXPEDITORS INT'L - AIR IMPORT,2021-02-17 00:00:00,"OLD NAVY, LLC"
False,622493161,True,True,False,True,False,2021-03-05 00:21:28,2021-02-26 09:17:22,2021-01-12 09:20:00,1218-c,1/12/2021,35,-28,"R12,1218C,,1 (7)",7,1218C,EXPEDITORS INT'L - IMPORT DEPT.,2021-02-11 00:00:00,BANANA REPUBLIC LLC
False,412131638,True,True,False,True,False,2021-03-05 00:21:29,2021-02-26 09:17:22,2021-01-07 04:00:00,1214A,1/6/2021,70,-56,"R12,1214A,,1 (14)",14,1214A,EXPEDITORS INT'L - AIR IMPORT,2021-02-04 00:00:00,"OLD NAVY, LLC"
False,412131638,True,True,False,True,False,2021-03-05 00:21:29,2021-02-26 09:17:22,2021-01-07 04:00:00,1214A,1/6/2021,70,-56,"R12,1214A,,1 (14)",14,1214A,EXPEDITORS INT'L - AIR IMPORT,2021-02-04 00:00:00,"OLD NAVY, LLC"
False,41C0007087,True,True,False,True,False,2021-03-05 00:21:30,2021-02-26 09:17:23,2021-01-14 13:10:00,1210-c,1/14/2021,10,-8,"R12,1207A,,1 (2)",2,1207A,EXPEDITORS INT'L - AIR IMPORT,2021-02-11 00:00:00,"OLD NAVY, LLC"
False,41C0007112,True,True,False,True,False,2021-03-05 00:21:31,2021-02-26 09:17:23,2021-01-15 16:00:00,1211-c,1/15/2021,25,-20,"R12,1211C,,1 (5)",5,1211C,EXPEDITORS INT'L - AIR IMPORT,2021-02-04 00:00:00,THE GAP INC.
False,4831218284,True,True,False,True,False,2021-03-05 00:21:32,2021-02-26 09:17:23,2021-01-15 11:30:00,1392B,1/15/2021,60,-48,"R12,1392B,,1 (12)",12,1392B,EXPEDITORS INT'L - AIR IMPORT,2021-02-17 00:00:00,THE GAP INC.
False,4701052593,True,True,False,False,False,2021-02-26 09:31:50,2021-02-26 09:17:23,2021-02-14 19:50:00,1352D,18-Feb,60,254,"R16,256A,1361/62D,11 (282)",314,256A,EXPEDITORS INT'L - AIR IMPORT,None,"TOMMY JOHN, INC"
False,4701052593,True,True,False,False,False,2021-02-26 09:31:50,2021-02-26 09:17:23,2021-02-14 19:50:00,1352D,18-Feb,60,254,"R16,256A,1361/62D,11 (282)",314,256A,EXPEDITORS INT'L - AIR IMPORT,None,"TOMMY JOHN, INC"
False,4701052593,True,True,False,False,False,2021-02-26 09:31:50,2021-02-26 09:17:23,2021-02-14 19:50:00,1352D,18-Feb,60,254,"R16,256A,1361/62D,11 (282)",314,256A,EXPEDITORS INT'L - AIR IMPORT,None,"TOMMY JOHN, INC"
False,41N0458982,True,True,False,True,False,2021-04-30 08:46:43,2021-02-26 09:17:23,2021-02-19 07:10:00,1361C,2/19/21,322,-208,"R12,1271B,1362AC,5 (114)",114,1271B,EXPEDITORS INT'L - AIR IMPORT,2021-03-02 00:00:00,MOLEX US IMPORT WEST
False,41n0458982,True,True,False,True,False,2021-04-30 08:46:43,2021-02-26 09:17:23,2021-02-19 07:10:00,1361C,2/19/21,322,-208,"R12,1271B,1362AC,5 (114)",114,1271B,EXPEDITORS INT'L - AIR IMPORT,2021-03-02 00:00:00,MOLEX US IMPORT WEST
False,4701052593,True,True,False,False,False,2021-02-26 09:31:50,2021-02-26 09:17:23,2021-02-14 19:50:00,1352D,18-Feb,60,254,"R16,256A,1361/62D,11 (282)",314,256A,EXPEDITORS INT'L - AIR IMPORT,None,"TOMMY JOHN, INC"
False,47010525993,False,True,True,False,False,2021-02-26 09:31:51,2021-02-26 09:17:24,N.A.,1362D,18-Feb,50,-50,N.A.,0,N.A.,N.A.,0,0
False,41N0458982,True,True,False,True,False,2021-04-30 08:46:43,2021-02-26 09:17:24,2021-02-19 07:10:00,1361C,2/19/21,322,-208,"R12,1271B,1362AC,5 (114)",114,1271B,EXPEDITORS INT'L - AIR IMPORT,2021-03-02 00:00:00,MOLEX US IMPORT WEST
False,41n0458982,True,True,False,True,False,2021-04-30 08:46:43,2021-02-26 09:17:24,2021-02-19 07:10:00,1361C,2/19/21,322,-208,"R12,1271B,1362AC,5 (114)",114,1271B,EXPEDITORS INT'L - AIR IMPORT,2021-03-02 00:00:00,MOLEX US IMPORT WEST
False,4701058982,False,True,True,False,False,2021-02-26 09:17:25,2021-02-26 09:17:25,N.A.,1328E,19-Feb,40,-40,N.A.,0,N.A.,N.A.,0,0
False,4701058982,False,True,True,False,False,2021-02-26 09:17:25,2021-02-26 09:17:25,N.A.,1329E,19-Feb,25,-25,N.A.,0,N.A.,N.A.,0,0
False,:415789127,False,True,True,False,False,2021-02-26 09:17:25,2021-02-26 09:17:25,N.A.,1278E,14-Feb,5,-5,N.A.,0,N.A.,N.A.,0,0
False,415323562+0055,False,True,True,False,False,2021-02-26 09:17:25,2021-02-26 09:17:25,N.A.,1277C,11-Feb,4,-4,N.A.,0,N.A.,N.A.,0,0
False,417768419,False,True,True,False,False,2021-02-26 09:17:26,2021-02-26 09:17:26,N.A.,1232E,20-Feb,30,-30,N.A.,0,N.A.,N.A.,0,0
False,417768419,False,True,True,False,False,2021-02-26 09:17:26,2021-02-26 09:17:26,N.A.,1233E,20-Feb,30,-30,N.A.,0,N.A.,N.A.,0,0
False,4930527676,False,True,False,False,False,2021-02-26 09:31:53,2021-02-26 09:17:26,2021-02-21 21:30:00,1227C,21-Feb,32,17,"R12,1226A/B,1227C,3 (49)",49,1226A/B,EXPEDITORS INT'L - AIR IMPORT,None,"ALCON VISION, LLC."
False,41B0018768+0002,False,True,True,False,False,2021-02-26 09:17:26,2021-02-26 09:17:26,N.A.,1214C,18-Jan,1,-1,N.A.,0,N.A.,N.A.,0,0
False,4940234415,True,True,False,False,False,2021-02-26 09:31:54,2021-02-26 09:17:27,2021-02-16 02:40:00,1392C,16-Feb,4,8,"R12,1200A,1245B, (12)",12,1200A,EXPEDITORS INT'L - AIR IMPORT,None,"ALCON VISION, LLC."
False,4940234415,True,True,False,False,False,2021-02-26 09:31:54,2021-02-26 09:17:27,2021-02-16 02:40:00,1392C,16-Feb,4,8,"R12,1200A,1245B, (12)",12,1200A,EXPEDITORS INT'L - AIR IMPORT,None,"ALCON VISION, LLC."
False,4940234415,True,True,False,False,False,2021-02-26 09:31:54,2021-02-26 09:17:27,2021-02-16 02:40:00,1392C,16-Feb,4,8,"R12,1200A,1245B, (12)",12,1200A,EXPEDITORS INT'L - AIR IMPORT,None,"ALCON VISION, LLC."
False,4940234415,True,True,False,False,False,2021-02-26 09:31:54,2021-02-26 09:17:27,2021-02-16 02:40:00,1392C,16-Feb,4,8,"R12,1200A,1245B, (12)",12,1200A,EXPEDITORS INT'L - AIR IMPORT,None,"ALCON VISION, LLC."
False,4701052593,True,True,False,False,False,2021-02-26 09:31:50,2021-02-26 09:17:27,2021-02-14 19:50:00,1352D,18-Feb,60,254,"R16,256A,1361/62D,11 (282)",314,256A,EXPEDITORS INT'L - AIR IMPORT,None,"TOMMY JOHN, INC"
False,4701052593,True,True,False,False,False,2021-02-26 09:31:50,2021-02-26 09:17:27,2021-02-14 19:50:00,1352D,18-Feb,60,254,"R16,256A,1361/62D,11 (282)",314,256A,EXPEDITORS INT'L - AIR IMPORT,None,"TOMMY JOHN, INC"
False,4701052593,True,True,False,False,False,2021-02-26 09:31:50,2021-02-26 09:17:28,2021-02-14 19:50:00,1352D,18-Feb,60,254,"R16,256A,1361/62D,11 (282)",314,256A,EXPEDITORS INT'L - AIR IMPORT,None,"TOMMY JOHN, INC"
False,41N0461065,True,True,False,True,False,2021-03-05 10:26:28,2021-02-26 09:17:28,2021-02-14 04:30:00,217D,2/14/21,80,464,"R16,217CD,511/508, (544)",544,217CD,N.A.,2021-02-16 00:00:00,"FUNKO, INC."
False,4812301459,True,True,False,False,False,2021-02-26 09:31:55,2021-02-26 09:17:28,2021-02-12 10:30:00,203C,14-Feb,3,223,"S4,344A,200A, (226)",226,344A,EXPEDITORS INT'L - AIR IMPORT,None,"EXTREME NETWORKS, IN"
False,4812301459,True,True,False,False,False,2021-02-26 09:31:55,2021-02-26 09:17:28,2021-02-12 10:30:00,203C,14-Feb,3,223,"S4,344A,200A, (226)",226,344A,EXPEDITORS INT'L - AIR IMPORT,None,"EXTREME NETWORKS, IN"
False,4812301459,True,True,False,False,False,2021-02-26 09:31:55,2021-02-26 09:17:28,2021-02-12 10:30:00,203C,14-Feb,3,223,"S4,344A,200A, (226)",226,344A,EXPEDITORS INT'L - AIR IMPORT,None,"EXTREME NETWORKS, IN"
False,4600232149,False,True,False,False,False,2021-02-26 09:31:56,2021-02-26 09:17:29,2021-02-19 23:00:00,1376A,19-Feb,2,-1,"R12,1376A,, (1)",1,1376A,EXPEDITORS INT'L - AIR IMPORT,None,SAINT-GOBAIN SOLAR G
False,418565062,False,True,False,False,False,2021-02-26 09:31:56,2021-02-26 09:17:29,2021-02-21 23:50:00,1366A,21-Feb,2,-1,"R12,1366A,,1 (1)",1,1366A,EXPEDITORS INT'L - AIR IMPORT,None,ALCON RESEARCH LTD.
False,416582462,False,True,False,False,False,2021-02-26 09:31:56,2021-02-26 09:17:29,2021-02-20 10:00:00,1353B,20-Feb,2,8,"R12,1353B,, (10)",10,1353B,EXPEDITORS INT'L - AIR IMPORT,None,COMMSCOPE CONNECTIVI
False,416637814,False,True,False,False,False,2021-02-26 09:31:56,2021-02-26 09:17:29,2021-02-20 08:00:00,1349B,17-Feb,8,-4,"R12,1310BC,1348/49A, (4)",4,1310BC,EXPEDITORS INT'L - AIR IMPORT,None,DISTINCTIVE INDUSTRI
False,4570335270,True,True,False,False,False,2021-02-26 09:31:57,2021-02-26 09:17:29,2021-02-15 14:06:00,1325B,15-Feb,4,-2,"R12,1325B,1326D, (2)",2,1325B,EXPEDITORS INT'L - AIR IMPORT,None,CARL ZEISS MEDITEC I
False,4396746927,False,True,False,False,False,2021-02-26 09:31:57,2021-02-26 09:17:29,2021-02-21 07:00:00,1281B,21-Feb,8,-1,"S2,145,,1 (7)",7,145,EXPEDITORS INT'L - AIR IMPORT,None,SCHLUMBEGER TECHNOLO
False,q658758,False,True,True,False,False,2021-02-26 09:31:57,2021-02-26 09:17:30,N.A.,1257A,11-Feb,2,-2,N.A.,0,N.A.,N.A.,0,0
False,416291865,True,True,False,False,False,2021-02-26 09:31:57,2021-02-26 09:17:30,2021-02-16 19:30:00,1236A,16-Feb,34,-17,"R12,1236A,,1 (17)",17,1236A,EXPEDITORS INT'L - AIR IMPORT,None,"ALCON VISION, LLC."
False,42C0004593,True,True,False,False,False,2021-02-26 09:31:58,2021-02-26 09:17:30,2021-02-18 13:31:00,1216B,18-Feb,4,-2,"R12,1216AB,, (2)",2,1216AB,EXPEDITORS INT'L - AIR IMPORT,None,ACCEL BIO
False,4570335636,False,True,False,False,False,2021-02-26 09:31:58,2021-02-26 09:17:30,2021-02-21 23:50:00,1384B,21-Feb,2,-1,"R12,1385A,,1 (1)",1,1385A,EXPEDITORS INT'L - AIR IMPORT,None,CARL ZEISS MEDITEC I
False,4913928608,True,True,False,False,False,2021-04-16 09:04:38,2021-02-26 09:17:30,None,1386C,2/11/2021,4,-2,"CHK,1386BC,,1 (1)",2,1386BC,EXPEDITORS INT'L - AIR IMPORT,None,RAZER
False,4580166120,True,True,False,False,False,2021-02-26 09:31:58,2021-02-26 09:17:30,2021-02-15 14:06:00,1388B,15-Feb,2,-1,"R12,1388B,,1 (1)",1,1388B,EXPEDITORS INT'L - AIR IMPORT,None,TDK CORPORATION OF A
False,4913936493,False,True,False,False,False,2021-02-26 09:31:58,2021-02-26 09:17:30,2021-02-21 15:24:00,w-353,21-Feb,200,-100,"R18,351-53A,,4 (100)",100,351-53A,EXPEDITORS INT'L - AIR IMPORT,None,CISCO SYSTEMS INC.
False,416582299,False,True,False,True,False,2021-02-26 09:31:59,2021-02-26 09:17:31,2021-02-20 06:00:00,226A,21-Feb,22,30,"SUB,226A,, (52)",52,226A,EXPEDITORS INT'L - AIR IMPORT,2021-02-11 00:00:00,FLEXTRONICS MANUFACT
False,4812301459,True,True,False,False,False,2021-02-26 09:31:55,2021-02-26 09:17:31,2021-02-12 10:30:00,203C,14-Feb,3,223,"S4,344A,200A, (226)",226,344A,EXPEDITORS INT'L - AIR IMPORT,None,"EXTREME NETWORKS, IN"
False,41R0017497,True,True,False,False,False,2021-02-26 09:31:59,2021-02-26 09:17:31,2021-02-10 21:25:00,w-338,10-Feb,2,36,"CHK,,, (38)",38,,EXPEDITORS INT'L - AIR IMPORT,None,MERIT MAQUILADORA ME
False,421224374,True,True,False,True,False,2021-03-05 00:20:59,2021-02-26 09:31:42,2020-12-30 12:40:00,1277B,12/30/2021,115,-83,"R12,1277B,1258C,2 (32)",32,1277B,EXPEDITORS INT'L - AIR IMPORT,2021-02-04 00:00:00,BANANA REPUBLIC
False,45T0240841,True,True,False,True,False,2021-03-05 00:21:16,2021-02-26 09:31:44,2021-01-13 06:00:00,1239-c,1/13/2021,81,-54,"R12,1286D,,1 (27)",27,1286D,EXPEDITORS INT'L - AIR IMPORT,2021-02-17 00:00:00,"OLD NAVY, LLC"
False,412131646,True,True,False,True,False,2021-03-05 00:21:25,2021-02-26 09:31:48,2021-01-07 04:00:00,1223A,1/6/2021,200,-104,"R12,1222-23A,1217-18A,4 (96)",96,1222-23A,EXPEDITORS INT'L - AIR IMPORT,2021-02-25 00:00:00,"OLD NAVY, LLC"
False,412131638,True,True,False,True,False,2021-03-05 00:21:29,2021-02-26 09:31:48,2021-01-07 04:00:00,1214A,1/6/2021,70,-56,"R12,1214A,,1 (14)",14,1214A,EXPEDITORS INT'L - AIR IMPORT,2021-02-04 00:00:00,"OLD NAVY, LLC"
False,4701052593,False,True,False,False,False,2021-02-26 09:31:50,2021-02-26 09:31:50,2021-02-14 19:50:00,1353D,18/2,31,283,"R16,256A,1361/62D,11 (282)",314,256A,EXPEDITORS INT'L - AIR IMPORT,,"TOMMY JOHN, INC"
False,4701052593,False,True,False,False,False,2021-02-26 09:31:50,2021-02-26 09:31:50,2021-02-14 19:50:00,1354D,18-Feb,30,284,"R16,256A,1361/62D,11 (282)",314,256A,EXPEDITORS INT'L - AIR IMPORT,,"TOMMY JOHN, INC"
False,41n0458982,True,True,False,True,False,2021-04-30 08:46:43,2021-02-26 09:31:51,2021-02-19 07:10:00,1361C,2/19/21,322,-208,"R12,1271B,1362AC,5 (114)",114,1271B,EXPEDITORS INT'L - AIR IMPORT,2021-03-02 00:00:00,MOLEX US IMPORT WEST
False,4701052593,False,True,False,False,False,2021-02-26 09:31:51,2021-02-26 09:31:51,2021-02-14 19:50:00,1361D,18-Feb,31,283,"R16,256A,1361/62D,11 (282)",314,256A,EXPEDITORS INT'L - AIR IMPORT,,"TOMMY JOHN, INC"
False,41N0458982,True,True,False,True,False,2021-04-30 08:46:43,2021-02-26 09:31:51,2021-02-19 07:10:00,1361C,2/19/21,322,-208,"R12,1271B,1362AC,5 (114)",114,1271B,EXPEDITORS INT'L - AIR IMPORT,2021-03-02 00:00:00,MOLEX US IMPORT WEST
False,41n0458982,True,True,False,True,False,2021-04-30 08:46:43,2021-02-26 09:31:51,2021-02-19 07:10:00,1361C,2/19/21,322,-208,"R12,1271B,1362AC,5 (114)",114,1271B,EXPEDITORS INT'L - AIR IMPORT,2021-03-02 00:00:00,MOLEX US IMPORT WEST
False,4701058982A,False,True,True,False,False,2021-02-26 09:31:51,2021-02-26 09:31:51,N.A.,1328E,19-Feb,40,-40,N.A.,0,N.A.,N.A.,0,0
False,4701058982B,False,True,True,False,False,2021-02-26 09:31:51,2021-02-26 09:31:51,N.A.,1329E,19-Feb,25,-25,N.A.,0,N.A.,N.A.,0,0
False,415789127,False,True,False,True,False,2021-02-26 09:31:51,2021-02-26 09:31:51,2021-02-14 07:00:00,1278E,14-Feb,5,92,"R26,421-22D,,1 (97)",97,421-22D,EXPEDITORS INT'L - AIR IMPORT,2021-02-15 00:00:00,CLOUD NETWORK TECHNO
False,415323562,True,True,False,True,False,2021-04-30 11:23:59,2021-02-26 09:31:52,2021-02-04 01:50:00,1265B,2/11/21,8,10,"R12,1282C,,1 (18)",18,1282C,EXPEDITORS INT'L - AIR IMPORT,2021-02-04 00:00:00,THE GAP INC.
False,417768419A,False,True,False,False,False,2021-02-26 09:31:52,2021-02-26 09:31:52,2021-02-20 21:45:00,1232E,20-Feb,30,43,"R12,1232DE,1233C,3 (73)",73,1232DE,EXPEDITORS INT'L - AIR IMPORT,,THE GAP INC.
False,417768419B,False,True,False,False,False,2021-02-26 09:31:52,2021-02-26 09:31:52,,1233E,20-Feb,30,-23,,7,,EXPEDITORS INT'L - AIR IMPORT,,THE GAP INC.
False,41B0018768,True,True,False,True,False,2021-04-02 10:00:24,2021-02-26 09:31:53,2021-02-18 00:30:00,1214C,2/17/21,7,-1,"R12,1214-19D,1214C,6 (6)",6,1214-19D,EXPEDITORS INT'L - AIR IMPORT,2021-03-09 00:00:00,GOYARD INC
False,4940234415,False,True,False,False,False,2021-02-26 09:31:54,2021-02-26 09:31:54,2021-02-16 02:40:00,1394C,16-Feb,2,10,"R12,1200A,1245B, (12)",12,1200A,EXPEDITORS INT'L - AIR IMPORT,,"ALCON VISION, LLC."
False,4940234415,False,True,False,False,False,2021-02-26 09:31:54,2021-02-26 09:31:54,2021-02-16 02:40:00,1396C,16-Feb,2,10,"R12,1200A,1245B, (12)",12,1200A,EXPEDITORS INT'L - AIR IMPORT,,"ALCON VISION, LLC."
False,4940234415,False,True,False,False,False,2021-02-26 09:31:54,2021-02-26 09:31:54,2021-02-16 02:40:00,1396D,16-Feb,2,10,"R12,1200A,1245B, (12)",12,1200A,EXPEDITORS INT'L - AIR IMPORT,,"ALCON VISION, LLC."
False,4701052593,False,True,False,False,False,2021-02-26 09:31:54,2021-02-26 09:31:54,2021-02-14 19:50:00,262b,14-Feb,32,282,"R16,256A,1361/62D,11 (282)",314,256A,EXPEDITORS INT'L - AIR IMPORT,,"TOMMY JOHN, INC"
False,4701052593,False,True,False,False,False,2021-02-26 09:31:54,2021-02-26 09:31:54,2021-02-14 19:50:00,259B,14-Feb,31,283,"R16,256A,1361/62D,11 (282)",314,256A,EXPEDITORS INT'L - AIR IMPORT,,"TOMMY JOHN, INC"
False,4701052593,False,True,False,False,False,2021-02-26 09:31:54,2021-02-26 09:31:54,2021-02-14 19:50:00,258B,14-Feb,28,286,"R16,256A,1361/62D,11 (282)",314,256A,EXPEDITORS INT'L - AIR IMPORT,,"TOMMY JOHN, INC"
False,41N0461065A,True,True,False,True,False,2021-04-02 10:00:29,2021-02-26 09:31:54,2021-02-14 04:30:00,217D,2/14/21,200,344,"R16,217CD,511/508, (544)",544,217CD,EXPEDITORS INT'L - AIR IMPORT,2021-02-16 00:00:00,"FUNKO, INC."
False,41N0461065B,True,True,False,True,False,2021-04-02 10:00:30,2021-02-26 09:31:55,2021-02-14 04:30:00,217C,2/14/21,55,-44,"R12,1284A,,1 (11)",11,1284A,EXPEDITORS INT'L - AIR IMPORT,2021-02-19 00:00:00,"FUNKO, INC."
False,4812301459,False,True,False,False,False,2021-02-26 09:31:55,2021-02-26 09:31:55,2021-02-12 10:30:00,202C,14-Feb,1,225,"S4,344A,200A, (226)",226,344A,EXPEDITORS INT'L - AIR IMPORT,,"EXTREME NETWORKS, IN"
False,4812301459,False,True,False,False,False,2021-02-26 09:31:55,2021-02-26 09:31:55,2021-02-12 10:30:00,201D,14-Feb,1,225,"S4,344A,200A, (226)",226,344A,EXPEDITORS INT'L - AIR IMPORT,,"EXTREME NETWORKS, IN"
